"","Blongum_20_1_S82_aligned.bam","Blongum_20_2_S83_aligned.bam","Blongum_20_3_S84_aligned.bam","Blongum_20_4_S85_aligned.bam","Blongum_20_5_S86_aligned.bam","Blongum_200_1_S87_aligned.bam","Blongum_200_2_S88_aligned.bam","Blongum_200_3_S89_aligned.bam","Blongum_200_4_S90_aligned.bam","Blongum_200_5_S91_aligned.bam","Blongum_Veh_1_S77_aligned.bam","Blongum_Veh_2_S78_aligned.bam","Blongum_Veh_3_S79_aligned.bam","Blongum_Veh_4_S80_aligned.bam","Blongum_Veh_5_S81_aligned.bam"
"BLLJ_RS09505",2447,3009,3943,4066,2285,3188,2003,1647,2651,4685,2877,3403,2358,2823,2709
"BLLJ_RS09510",67,91,131,146,68,220,110,51,125,158,134,274,152,194,179
"BLLJ_RS09515",144,235,325,246,121,225,138,89,135,235,176,278,152,162,115
"BLLJ_RS09520",85,124,160,149,97,901,583,457,1029,963,122,176,109,118,150
"BLLJ_RS09525",28,32,50,25,36,220,145,103,198,221,33,57,36,30,36
"BLLJ_RS09530",34,19,42,54,23,260,164,94,189,205,38,56,48,44,56
"BLLJ_RS09535",161,247,287,306,193,285,202,111,173,266,166,228,152,181,190
"BLLJ_RS09540",1004,1329,2026,1675,1171,985,696,646,897,1889,1308,1528,1005,1140,1244
"BLLJ_RS09545",29,46,62,68,34,47,23,14,30,50,69,87,38,46,58
"BLLJ_RS09550",1465,2245,3939,2863,1957,3096,1901,1425,2030,4967,3621,4442,2492,2486,4410
"BLLJ_RS09555",2419,3455,6046,4367,2906,3920,2551,2207,3418,6835,4018,5132,2924,2907,4655
"BLLJ_RS09560",1923,2601,4449,3218,2295,3465,2228,1698,2565,6076,4051,4878,2675,2746,4677
"BLLJ_RS09565",3792,5343,8951,7523,4674,9241,5999,3875,6281,15842,6648,8825,4816,5444,8234
"BLLJ_RS09570",25341,32896,44267,39120,23104,27641,18339,14941,24730,44787,22489,25530,15850,15881,19769
"BLLJ_RS09575",215,238,349,396,190,201,129,125,203,365,226,276,174,213,228
"BLLJ_RS09580",706,1029,1553,1410,820,703,466,515,716,1661,866,996,741,764,808
"BLLJ_RS09585",1265,1658,2517,2178,1221,1650,1060,850,1502,2663,1783,2196,1400,1425,1617
"BLLJ_RS09590",577,933,1330,1233,665,1309,810,639,1090,1758,891,1376,759,951,971
"BLLJ_RS09595",10177,15737,25667,20598,11476,20809,13256,11724,20908,37625,14163,18751,11375,12758,14491
"BLLJ_RS09600",396,541,866,721,501,1789,1209,844,1502,1774,500,633,439,540,510
"BLLJ_RS09605",332,447,693,587,362,1093,684,401,873,1175,463,665,393,473,464
"BLLJ_RS09610",1516,2405,3194,2755,1611,6958,4890,3863,7302,10290,1490,1747,1033,1446,1569
"BLLJ_RS09615",536,719,944,930,468,1777,1255,727,1353,1940,584,724,386,499,514
"BLLJ_RS09620",385,511,677,637,325,1530,1028,748,1229,1672,493,754,373,387,366
"BLLJ_RS10750",38,80,61,93,50,74,30,20,61,62,66,86,45,65,61
"BLLJ_RS10990",23,53,77,58,35,30,20,10,30,45,36,38,28,41,38
"BLLJ_RS09630",99,149,170,177,99,58,32,35,54,78,85,102,75,98,58
"BLLJ_RS09635",22,39,49,50,37,25,21,11,12,27,35,36,17,27,23
"BLLJ_RS09640",149,183,260,291,162,110,76,46,89,144,119,154,105,136,111
"BLLJ_RS09675",288,448,493,474,296,425,293,241,353,496,317,426,295,328,249
"BLLJ_RS09680",1246,1763,2399,2342,1251,1509,1157,872,1368,2386,1149,1577,1238,1329,1031
"BLLJ_RS09685",23941,28938,34314,35482,26120,3091,1614,4012,6377,11002,18498,18653,15346,18133,11229
"BLLJ_RS09690",145,198,280,296,164,351,207,154,272,401,202,270,164,156,162
"BLLJ_RS09695",203,255,322,374,252,348,237,132,264,436,221,332,208,207,211
"BLLJ_RS09700",211,283,388,375,283,335,166,156,272,547,232,375,233,233,218
"BLLJ_RS09705",182,241,327,379,240,326,238,175,291,556,248,312,194,277,222
"BLLJ_RS09710",240,349,369,440,305,512,353,241,421,888,309,347,250,273,336
"BLLJ_RS10765",127,206,216,271,110,619,341,249,406,613,184,232,156,185,170
"BLLJ_RS09715",450,685,789,848,378,1735,1115,670,1159,1810,435,758,455,520,487
"BLLJ_RS09720",164,166,228,275,145,328,227,92,240,314,199,313,165,172,175
"BLLJ_RS09725",130,204,243,237,137,204,127,75,155,194,195,252,105,165,167
"BLLJ_RS09730",1275,1518,1697,1466,1360,106,61,98,218,502,729,577,398,621,400
"BLLJ_RS09735",1777,1959,2280,2177,1548,169,88,188,354,781,1201,967,758,921,626
"BLLJ_RS09740",2891,3987,4832,4208,2649,245,162,370,554,1321,1656,1418,1104,1349,966
"BLLJ_RS09745",619,839,1053,1099,578,887,525,300,596,840,625,865,515,675,570
"BLLJ_RS09750",910,1553,1816,1653,1132,314,231,206,359,652,683,729,503,690,437
"BLLJ_RS09755",163,214,267,309,154,229,139,138,182,312,192,226,131,164,135
"BLLJ_RS09760",400,578,709,760,369,1344,843,475,817,1290,433,592,313,476,366
"BLLJ_RS09765",31,53,52,69,41,53,47,20,42,57,42,56,31,41,40
"BLLJ_RS09770",371,587,769,704,410,448,313,259,423,586,445,534,358,408,315
"BLLJ_RS09775",964,1259,1674,1822,1016,1567,908,583,1208,1514,1163,1874,1153,1128,971
"BLLJ_RS09780",327,476,620,576,323,644,367,215,371,549,420,614,324,397,383
"BLLJ_RS09785",377,654,767,755,409,975,700,301,592,1096,490,753,370,459,536
"BLLJ_RS09790",1208,1739,2649,2177,1383,3098,2362,1938,2441,4994,1393,1714,1083,1048,1447
"BLLJ_RS09795",632,865,1323,1136,639,966,720,447,807,1546,608,666,488,538,565
"BLLJ_RS09800",68,69,135,125,88,145,76,42,67,113,107,100,67,90,91
"BLLJ_RS09805",614,724,938,874,489,591,389,234,390,582,469,718,462,581,462
"BLLJ_RS09810",1417,1980,2803,2559,1636,1495,1141,747,1195,2062,1519,1825,1239,1471,1377
"BLLJ_RS09815",3,1,4,4,2,3,1,1,1,1,3,3,0,2,3
"BLLJ_RS11005",29,25,30,39,26,28,13,3,13,29,24,29,21,15,20
"BLLJ_RS09825",76,115,127,152,95,65,39,27,48,80,78,111,67,87,63
"BLLJ_RS09830",219,325,413,434,229,321,195,104,264,355,277,422,255,305,270
"BLLJ_RS09835",310,378,439,526,286,243,201,104,218,348,315,364,299,286,217
"BLLJ_RS09840",45918,66833,97392,91777,48613,63760,44468,40298,63232,124442,52883,53197,38000,49997,52428
"BLLJ_RS09845",281,411,585,627,335,832,591,325,692,1011,372,464,244,314,329
"BLLJ_RS09850",31,59,42,50,39,28,23,8,16,16,26,34,40,23,23
"BLLJ_RS09855",45,102,120,155,78,59,39,14,39,73,54,78,71,42,46
"BLLJ_RS09860",22,46,60,49,24,28,25,7,20,24,26,32,27,26,22
"BLLJ_RS09865",33,97,66,95,59,32,46,20,25,46,49,46,30,54,38
"BLLJ_RS09875",42,42,54,74,53,388,273,178,262,564,34,61,56,43,33
"BLLJ_RS09880",178,243,289,312,169,2566,1704,1218,2018,3626,205,292,197,231,190
"BLLJ_RS09885",6,13,10,7,12,14,6,2,7,9,8,9,7,4,3
"BLLJ_RS11310",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BLLJ_RS09890",123,146,206,241,149,499,312,136,309,416,196,301,180,204,228
"BLLJ_RS09895",15,15,30,31,11,18,5,6,6,12,11,13,11,17,7
"BLLJ_RS09900",151,251,332,323,231,246,224,132,230,413,194,207,140,204,188
"BLLJ_RS09905",472,693,932,1068,529,2218,1383,513,1169,2053,716,1195,603,843,850
"BLLJ_RS09915",1846,2779,3541,3846,1678,3579,2300,1717,3650,4590,2354,3658,2093,2576,2204
"BLLJ_RS09920",360,513,701,675,373,757,528,330,623,877,535,664,490,444,429
"BLLJ_RS09925",365,482,725,648,341,605,426,261,598,852,383,625,317,428,385
"BLLJ_RS09930",583,805,1109,960,512,1012,645,350,767,1202,645,1115,641,750,584
"BLLJ_RS09935",324,423,591,593,361,547,394,198,333,642,342,462,292,389,293
"BLLJ_RS11495",120,179,229,197,124,370,265,135,262,309,116,165,107,98,102
"BLLJ_RS09945",598,672,1059,844,407,1495,1123,596,1161,1358,627,678,429,530,606
"BLLJ_RS09950",371,532,713,601,367,1077,812,344,618,914,516,703,367,423,451
"BLLJ_RS09955",857,1244,1657,1771,880,2088,1443,722,1267,1762,1199,1818,1093,1147,1156
"BLLJ_RS09960",448,639,825,986,516,1378,902,380,874,1122,553,752,455,630,420
"BLLJ_RS09965",283,303,390,441,172,501,327,144,263,423,364,505,316,380,310
"BLLJ_RS09970",130,210,231,308,109,281,235,95,179,213,238,301,181,233,203
"BLLJ_RS09975",154,182,217,221,141,270,204,63,125,206,171,273,187,191,201
"BLLJ_RS09980",398,475,691,703,395,967,664,343,624,797,630,1110,660,656,777
"BLLJ_RS09985",449,646,833,883,387,818,527,269,498,672,661,974,507,571,486
"BLLJ_RS09990",140,209,262,230,128,288,153,53,131,241,187,259,135,185,145
"BLLJ_RS09995",980,1271,1647,2172,925,1479,917,535,795,1134,1281,1850,1178,1271,1098
"BLLJ_RS10000",272,320,388,457,264,373,278,130,219,263,394,452,184,346,318
